index,Name,Hall of Fame Class,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
834,William Avery,,1999.0,59.0,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0.0,0.7,2.0
835,Chris Mihm,,2000.0,59.0,19.8,7.6,2.9,6.6,44.2,0.0,0.0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,8.3
836,Chris Porter,,2000.0,51.0,22.5,8.6,3.4,8.7,38.9,0.0,0.1,0,1.8,2.8,66.7,1.7,2.0,3.7,1.2,0.9,0.1,1.2,7.1
837,Courtney Alexander,,2000.0,65.0,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37,1.9,2.3,82.0,0.6,1.6,2.2,1.0,0.7,0.1,1.1,6.7
838,Dalibor Bagaric,,2000.0,35.0,7.4,1.3,0.5,1.9,26.2,0.0,0.0,0,0.4,0.8,46.4,0.6,1.0,1.6,0.3,0.3,0.5,0.6,1.5
839,Daniel Santiago,,2000.0,54.0,10.8,3.1,1.2,2.5,47.8,0.0,0.0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.4
840,Darius Miles,,2000.0,81.0,26.3,9.4,3.9,7.8,50.5,0.0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,11.6
841,DerMarr Johnson,,2000.0,78.0,16.8,5.1,1.9,5.0,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,4.5
842,DeShawn Stevenson,,2000.0,40.0,7.3,2.2,0.8,2.3,34.1,0.0,0.3,8.3,0.7,1.0,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.2
843,Desmond Mason,,2000.0,78.0,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,6.5
844,Dragan Tarlac,,2000.0,43.0,13.9,2.4,0.9,2.3,39.4,0.0,0.0,0,0.6,0.8,75.8,0.9,2.0,2.8,0.7,0.2,0.4,0.9,4.1
845,Eddie House,,2000.0,50.0,11.0,5.0,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1.0,0.3,0.0,0.7,3.4
846,Eduardo Najera,,2000.0,40.0,10.8,3.3,1.5,2.8,52.3,0.0,0.1,33.3,0.4,0.8,42.4,1.0,1.4,2.4,0.7,0.3,0.2,0.4,4.6
847,Hanno Mottola,,2000.0,73.0,13.5,4.4,1.7,3.8,44.4,0.0,0.0,0,1.0,1.2,81.1,0.7,1.7,2.4,0.3,0.1,0.1,0.9,4.1
848,Hedo Turkoglu,,2000.0,74.0,16.8,5.3,1.9,4.5,41.2,0.4,1.2,32.6,1.2,1.5,77.7,0.7,2.2,2.8,0.9,0.7,0.3,0.7,6.3
849,Jake Tsakalidis,,2000.0,57.0,16.6,4.5,1.8,3.8,47.0,0.0,0.0,0,0.9,1.6,59.3,1.5,2.8,4.2,0.3,0.2,1.0,1.2,6.4
850,Jamaal Magloire,,2000.0,74.0,14.8,4.6,1.6,3.7,45.0,0.0,0.0,0,1.3,2.0,65.5,1.4,2.6,4.0,0.4,0.2,1.1,0.8,6.7
851,Jamal Crawford,,2000.0,61.0,17.2,4.6,1.8,5.0,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,4.6
852,Juan Sanchez,,2000.0,29.0,5.2,0.7,0.3,1.0,32.1,0.0,0.0,0,0.1,0.1,100.0,0.1,0.4,0.5,1.4,0.4,0.0,0.2,2.2
853,Kenyon Martin,,2000.0,68.0,33.4,12.0,5.1,11.4,44.5,0.0,0.2,9.1,1.8,2.8,63.0,2.0,5.4,7.4,1.9,1.1,1.7,2.0,14.7
854,Keyon Dooling,,2000.0,76.0,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.3
855,Khalid El-Amin,,2000.0,50.0,18.7,6.3,2.3,6.2,37.0,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1.0,0.0,1.1,6.5
856,Lee Nailon,,2000.0,42.0,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,4.4
857,Marc Jackson,,2000.0,48.0,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4.0,80.2,2.5,5.0,7.5,1.2,0.7,0.6,1.9,14.8
858,Marcus Fizer,,2000.0,72.0,21.9,9.5,3.9,9.0,43.0,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,8.1
859,Mark Blount,,2000.0,64.0,17.2,3.9,1.6,3.1,50.5,0.0,0.0,0,0.7,1.0,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1.0,7.0
860,Mark Madsen,,2000.0,70.0,9.2,2.0,0.8,1.6,48.7,0.0,0.0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,3.3
861,Mateen Cleaves,,2000.0,78.0,16.3,5.4,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0.0,1.8,5.0
862,Mike Miller,,2000.0,82.0,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4.0,1.7,0.6,0.2,1.2,11.0
863,Mike Penberthy,,2000.0,53.0,16.1,5.0,1.7,4.2,41.4,1.0,2.6,39.6,0.5,0.6,90.3,0.2,1.0,1.2,1.3,0.4,0.0,0.6,4.9
864,Morris Peterson,,2000.0,80.0,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1.0,8.7
865,Paul McPherson,,2000.0,55.0,10.8,4.8,2.0,3.9,50.5,0.0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,4.3
866,Quentin Richardson,,2000.0,76.0,17.9,8.1,3.1,6.9,44.2,0.7,2.0,33.1,1.3,2.1,62.7,1.4,2.0,3.4,0.8,0.6,0.1,0.8,7.4
867,Stephen Jackson,,2000.0,77.0,21.6,8.2,3.2,7.4,42.5,0.7,2.0,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,7.6
868,Stromile Swift,,2000.0,80.0,16.4,4.9,1.9,4.2,45.1,0.0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1.0,0.8,6.8
869,Alton Ford,,2001.0,53.0,8.5,3.1,1.2,2.2,51.7,0.0,0.0,0,0.8,1.1,73.7,0.6,1.4,2.0,0.1,0.1,0.1,0.6,3.5
870,Andrei Kirilenko,,2001.0,82.0,26.2,10.7,3.5,7.7,45.0,0.3,1.2,25,3.5,4.5,76.8,1.8,3.1,4.9,1.1,1.4,1.9,1.3,13.5
871,Brandon Armstrong,,2001.0,35.0,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50.0,0.3,0.2,0.5,0.2,0.2,0.0,0.2,0.7
872,Brendan Haywood,,2001.0,62.0,20.4,5.1,1.8,3.6,49.3,0.0,0.0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,8.9
873,Carlos Arroyo,,2001.0,37.0,10.0,3.0,1.3,3.0,44.1,0.0,0.1,0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.3,0.0,0.6,3.9
874,Earl Watson,,2001.0,64.0,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2.0,0.9,0.1,0.8,5.1
875,Eddie Griffin,,2001.0,73.0,26.0,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,10.6
876,Eddy Curry,,2001.0,72.0,16.0,6.7,2.6,5.2,50.1,0.0,0.0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1.0,7.5
877,Etan Thomas,,2001.0,47.0,13.1,4.3,1.7,3.2,53.6,0.0,0.0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,6.7
878,Gerald Wallace,,2001.0,54.0,8.0,3.2,1.4,3.2,42.9,0.0,0.1,0,0.4,0.9,50.0,0.9,0.7,1.6,0.5,0.3,0.1,0.4,3.1
879,Gilbert Arenas,,2001.0,47.0,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,11.8
880,Jamaal Tinsley,,2001.0,80.0,30.5,9.4,3.6,9.5,38.0,0.5,2.2,24,1.6,2.3,70.4,1.0,2.8,3.7,8.1,1.7,0.5,3.4,13.5
881,Jarron Collins,,2001.0,70.0,20.6,6.4,2.3,4.9,46.1,0.0,0.0,0,1.9,2.6,74.0,2.0,2.3,4.2,0.8,0.4,0.3,0.8,8.1
882,Jason Collins,,2001.0,77.0,18.3,4.5,1.5,3.6,42.1,0.0,0.0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,6.8
883,Jason Richardson,,2001.0,80.0,32.9,14.4,5.8,13.6,42.6,1.0,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3.0,1.3,0.4,2.0,12.6
884,Joe Crispin,,2001.0,21.0,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0.0,0.5,3.2
885,Joe Johnson,,2001.0,77.0,24.9,7.5,3.3,7.6,43.0,0.5,1.7,29.2,0.5,0.7,77.4,1.0,2.4,3.3,2.3,0.8,0.3,0.9,8.8
886,Kenny Satterfield,,2001.0,36.0,15.6,5.3,2.0,5.5,36.7,0.2,0.8,25.9,1.0,1.3,78.3,0.5,1.0,1.4,3.0,0.9,0.0,1.5,5.3
887,Kwame Brown,,2001.0,57.0,14.3,4.5,1.6,4.3,38.7,0.0,0.0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,5.6
888,Loren Woods,,2001.0,60.0,8.6,1.8,0.6,1.6,34.4,0.0,0.0,0,0.7,1.0,73.3,0.8,1.3,2.0,0.4,0.3,0.6,0.6,3.2
889,Oscar Torres,,2001.0,65.0,16.6,6.0,2.1,5.2,39.6,0.6,1.9,29.4,1.3,1.6,78.1,0.7,1.2,1.9,0.6,0.4,0.1,0.8,4.7
890,Pau Gasol,,2001.0,82.0,36.7,17.6,6.7,13.0,51.8,0.0,0.1,20,4.1,5.8,70.9,2.9,6.0,8.9,2.7,0.5,2.1,2.7,21.1
891,Predrag Drobnjak,,2001.0,64.0,18.3,6.8,3.0,6.5,46.1,0.0,0.0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.3,0.5,0.8,7.3
892,Richard Jefferson,,2001.0,79.0,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.9
893,Shane Battier,,2001.0,78.0,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70.0,2.3,3.1,5.4,2.8,1.6,1.0,2.0,15.0
894,Speedy Claxton,,2001.0,67.0,22.8,7.2,2.7,6.7,40.0,0.1,0.5,12.1,1.7,2.0,83.8,0.7,1.7,2.4,3.0,1.4,0.1,1.4,8.2
895,Steven Hunter,,2001.0,53.0,9.7,3.6,1.3,2.8,45.6,0.0,0.0,0,1.0,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,3.8
896,Terence Morris,,2001.0,68.0,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2.0,3.1,0.9,0.3,0.4,0.7,5.1
897,Tierre Brown,,2001.0,40.0,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75.0,0.3,0.8,1.1,1.8,0.5,0.1,1.0,3.6
898,Tony Parker,,2001.0,77.0,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2.0,9.8
899,Trenton Hassell,,2001.0,78.0,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,9.2
900,Troy Murphy,,2001.0,82.0,17.7,5.9,2.2,5.2,42.1,0.0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1.0,6.9
901,Tyson Chandler,,2001.0,71.0,19.6,6.1,2.1,4.3,49.7,0.0,0.0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,8.6
902,Vladimir Radmanovic,,2001.0,61.0,20.2,6.7,2.4,5.8,41.2,1.1,2.6,42,0.8,1.2,68.1,0.7,3.0,3.8,1.3,0.9,0.4,1.2,8.1
903,Will Solomon,,2001.0,62.0,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1.0,3.5
904,Zach Randolph,,2001.0,41.0,5.8,2.8,1.2,2.6,44.9,0.0,0.0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,3.0
905,Zeljko Rebraca,,2001.0,74.0,15.9,6.9,2.6,5.1,50.5,0.0,0.0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1.0,1.1,8.6
906,Adam Harrington,,2002.0,19.0,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75.0,0.1,0.4,0.4,0.6,0.1,0.1,0.1,1.3
907,Amar'e Stoudemire,,2002.0,82.0,31.3,13.5,4.8,10.1,47.2,0.0,0.1,20,3.9,5.9,66.1,3.0,5.7,8.8,1.0,0.8,1.1,2.3,15.4
908,Carlos Boozer,,2002.0,81.0,25.3,10.0,4.1,7.6,53.6,0.0,0.0,0,1.8,2.4,77.1,2.5,5.0,7.5,1.3,0.7,0.6,1.3,14.8
909,Caron Butler,,2002.0,78.0,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4.0,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,14.3
910,Casey Jacobsen,,2002.0,72.0,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1.0,1.5,68.6,0.4,0.8,1.2,1.0,0.5,0.1,0.8,3.8
911,Chris Jefferies,,2002.0,51.0,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,2.6
912,Chris Wilcox,,2002.0,46.0,10.4,3.7,1.6,3.0,52.1,0.0,0.0,0,0.5,1.1,50.0,0.7,1.6,2.3,0.5,0.1,0.3,0.6,4.3
913,Dajuan Wagner,,2002.0,47.0,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80.0,0.4,1.3,1.7,2.8,0.8,0.1,1.8,8.2
914,Dan Dickau,,2002.0,50.0,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0.0,1.1,3.4
915,Dan Gadzuric,,2002.0,49.0,15.5,3.4,1.4,3.0,48.3,0.0,0.0,0,0.6,1.1,51.8,1.3,2.7,4.0,0.2,0.5,1.1,0.6,6.5
916,Drew Gooden,,2002.0,70.0,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3.0,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,12.4
917,Efthimios Rentzias,,2002.0,35.0,4.1,1.5,0.6,1.7,33.9,0.1,0.2,50,0.2,0.3,88.9,0.3,0.5,0.7,0.2,0.2,0.1,0.1,1.4
918,Gordan Giricek,,2002.0,76.0,28.3,12.3,4.6,10.6,43.6,1.1,3.3,34.1,2.0,2.4,82.0,0.5,2.7,3.1,1.8,0.7,0.1,1.9,9.7
919,Igor Rakocevic,,2002.0,42.0,5.8,1.9,0.5,1.4,37.9,0.1,0.3,41.7,0.7,0.9,80.6,0.1,0.3,0.4,0.8,0.1,0.0,0.6,1.6
920,J.R. Bremer,,2002.0,64.0,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2.0,2.3,2.6,0.6,0.1,0.9,7.8
921,Jay Williams,,2002.0,75.0,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64.0,0.4,2.2,2.6,4.7,1.1,0.2,2.3,9.6
922,Jiri Welsch,,2002.0,37.0,6.3,1.6,0.5,2.0,25.3,0.0,0.1,25,0.6,0.8,75.9,0.3,0.4,0.8,0.7,0.2,0.1,0.5,1.2
923,John Salmons,,2002.0,64.0,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,2.4
924,Juan Dixon,,2002.0,42.0,15.4,6.4,2.5,6.5,38.4,0.6,2.0,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1.0,0.6,0.1,1.0,4.6
925,Juaquin Hawkins,,2002.0,58.0,11.8,2.3,1.0,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50.0,0.3,1.1,1.3,0.8,0.5,0.1,0.5,2.8
926,Junior Harrington,,2002.0,82.0,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25,0.9,1.4,65.2,0.5,2.5,3.0,3.4,1.0,0.2,1.9,6.7
927,Kareem Rush,,2002.0,76.0,11.5,3.0,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,2.5
928,Lonny Baxter,,2002.0,55.0,12.4,4.8,1.7,3.7,46.6,0.0,0.0,0,1.3,1.9,68.0,1.2,1.8,3.0,0.3,0.2,0.4,0.8,5.2
929,Manu Ginobili,,2002.0,69.0,20.7,7.6,2.5,5.8,43.8,0.7,2.1,34.5,1.8,2.5,73.7,0.7,1.7,2.3,2.0,1.4,0.3,1.4,8.2
930,Marcus Haislip,,2002.0,39.0,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25,0.7,1.0,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,3.3
931,Marko Jaric,,2002.0,66.0,20.9,7.4,2.7,6.8,40.1,0.8,2.5,31.9,1.2,1.6,75.2,0.5,1.9,2.4,2.9,1.5,0.2,1.6,8.4
932,Mehmet Okur,,2002.0,72.0,19.0,6.9,2.5,5.9,42.6,0.5,1.6,33.9,1.3,1.8,73.3,1.6,3.0,4.7,1.0,0.3,0.5,0.9,8.6
933,Melvin Ely,,2002.0,52.0,15.4,4.5,1.8,3.6,49.5,0.0,0.0,0,1.0,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1.0,5.8
934,Mike Batiste,,2002.0,75.0,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,6.5
935,Mike Dunleavy,,2002.0,82.0,15.9,5.7,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,2.6,1.3,0.7,0.2,1.1,6.1
936,Mike Wilks,,2002.0,46.0,15.0,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1.0,78.7,0.4,1.1,1.5,2.0,0.6,0.1,0.6,4.5
937,Nene,,2002.0,80.0,28.2,10.5,4.0,7.7,51.9,0.0,0.0,0,2.5,4.3,57.8,2.6,3.5,6.1,1.9,1.6,0.8,2.3,13.1
938,Nikoloz Tskitishvili,,2002.0,81.0,16.3,3.9,1.4,4.9,29.3,0.5,1.9,24.3,0.6,0.8,73.8,0.8,1.4,2.2,1.1,0.4,0.4,1.0,3.3
939,Pat Burke,,2002.0,62.0,12.6,4.3,1.8,4.8,38.2,0.0,0.1,14.3,0.6,0.9,69.0,0.9,1.4,2.4,0.4,0.3,0.4,0.8,3.7
940,Qyntel Woods,,2002.0,53.0,6.3,2.4,1.1,2.2,50.0,0.1,0.2,33.3,0.1,0.4,35.0,0.3,0.7,1.0,0.2,0.3,0.0,0.4,2.2
941,Rasual Butler,,2002.0,72.0,21.0,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,5.7
942,Reggie Evans,,2002.0,67.0,20.4,3.2,1.0,2.1,47.1,0.0,0.0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,8.1
943,Ryan Humphrey,,2002.0,48.0,9.3,1.9,0.7,2.5,29.2,0.0,0.0,0,0.5,0.8,59.0,0.7,1.4,2.1,0.2,0.2,0.4,0.5,2.2
944,Sean Lampley,,2002.0,35.0,13.9,4.8,1.6,3.7,43.4,0.0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,4.9
945,Smush Parker,,2002.0,66.0,16.7,6.2,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1.8,2.5,0.7,0.2,2.0,6.0
946,Tamar Slay,,2002.0,36.0,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28,0.2,0.3,70.0,0.2,0.6,0.9,0.4,0.4,0.1,0.6,1.9
947,Tayshaun Prince,,2002.0,42.0,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1.0,1.1,0.6,0.2,0.3,0.5,3.3
948,Vincent Yarbrough,,2002.0,59.0,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79.0,0.6,2.1,2.7,2.2,1.0,0.6,1.4,7.4
949,Yao Ming,2016.0,2002.0,82.0,29.0,13.5,4.9,9.8,49.8,0.0,0.0,50,3.7,4.5,81.1,2.4,5.8,8.2,1.7,0.4,1.8,2.1,17.6
950,Boris Diaw,,2003.0,76.0,25.3,4.5,1.8,4.1,44.7,0.1,0.3,23.1,0.7,1.2,60.2,1.5,3.0,4.5,2.4,0.8,0.5,1.7,8.2
951,Brandon Hunter,,2003.0,36.0,11.3,3.5,1.5,3.2,45.7,0.0,0.1,0,0.5,1.2,44.2,1.4,1.9,3.3,0.5,0.4,0.0,0.6,4.6
952,Brian Cook,,2003.0,35.0,12.6,4.4,1.9,4.0,47.5,0.0,0.1,0,0.6,0.8,75.0,0.9,2.0,2.9,0.6,0.5,0.5,0.5,6.0
953,Carmelo Anthony,,2003.0,82.0,36.5,21.0,7.6,17.9,42.6,0.8,2.6,32.2,5.0,6.4,77.7,2.2,3.8,6.1,2.8,1.2,0.5,3.0,16.9
954,Chris Bosh,,2003.0,75.0,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1.0,0.8,1.4,1.4,14.4
955,Chris Kaman,,2003.0,82.0,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0,1.2,1.7,69.7,1.5,4.1,5.6,1.0,0.3,0.9,1.9,8.6
956,Darius Songaila,,2003.0,73.0,13.4,4.6,1.8,3.7,48.7,0.0,0.0,0,1.0,1.2,80.7,1.2,1.8,3.1,0.7,0.6,0.2,0.6,6.4
957,David West,,2003.0,71.0,13.1,3.8,1.5,3.2,47.4,0.0,0.0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,7.0
958,Dwyane Wade,,2003.0,61.0,34.9,16.2,6.1,13.1,46.5,0.3,0.9,30.2,3.8,5.1,74.7,1.4,2.7,4.0,4.5,1.4,0.6,3.2,15.3
959,Francisco Elson,,2003.0,62.0,14.1,3.5,1.5,3.2,47.2,0.0,0.0,0,0.5,0.7,66.7,1.0,2.2,3.3,0.5,0.6,0.6,0.6,6.0
960,Jarvis Hayes,,2003.0,70.0,29.2,9.6,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,1.0,2.8,3.8,1.5,1.0,0.2,1.6,8.2
961,Jason Kapono,,2003.0,41.0,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,3.1
962,Josh Howard,,2003.0,67.0,23.7,8.6,3.4,7.9,43.0,0.3,1.0,30.3,1.4,2.1,70.3,2.2,3.3,5.5,1.4,1.0,0.8,1.0,11.2
963,Keith Bogans,,2003.0,73.0,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1.0,8.0
964,Kirk Hinrich,,2003.0,76.0,35.6,12.0,4.2,10.8,38.6,1.9,4.9,39,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,14.1
965,Kyle Korver,,2003.0,74.0,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,3.5
966,Leandro Barbosa,,2003.0,70.0,21.4,7.9,3.0,6.7,44.7,1.2,3.0,39.5,0.7,0.9,77.0,0.3,1.4,1.8,2.4,1.3,0.1,1.7,7.8
967,LeBron James,,2003.0,79.0,39.5,20.9,7.9,18.9,41.7,0.8,2.7,29,4.4,5.8,75.4,1.3,4.2,5.5,5.9,1.6,0.7,3.5,18.8
968,Linton Johnson,,2003.0,41.0,17.9,4.2,1.8,5.0,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3.0,4.5,0.7,0.9,0.8,0.9,6.6
969,Luke Ridnour,,2003.0,69.0,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,6.0
970,Luke Walton,,2003.0,72.0,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,4.2
971,Maciej Lampe,,2003.0,21.0,10.7,4.6,2.0,4.2,48.9,0.0,0.2,0,0.5,0.6,76.9,0.4,1.7,2.1,0.4,0.1,0.1,0.7,4.4
972,Marcus Banks,,2003.0,81.0,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,5.8
973,Marquis Daniels,,2003.0,56.0,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,9.5
974,Matt Barnes,,2003.0,38.0,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4.0,1.3,0.7,0.1,1.2,6.9
975,Matt Carroll,,2003.0,16.0,4.4,1.2,0.4,1.0,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.7
976,Michael Sweetney,,2003.0,42.0,11.8,4.3,1.6,3.3,49.3,0.0,0.0,0,1.0,1.4,72.4,1.6,2.1,3.7,0.3,0.4,0.3,0.8,6.2
977,Mickael Pietrus,,2003.0,53.0,14.1,5.3,1.8,4.4,41.6,0.7,2.0,33.3,1.0,1.4,69.3,0.9,1.3,2.2,0.5,0.6,0.2,0.8,5.1
978,Mo Williams,,2003.0,57.0,13.5,5.0,2.0,5.3,38.0,0.2,0.7,25.6,0.8,1.0,78.6,0.4,0.9,1.3,1.3,0.5,0.0,0.9,3.7
